rank_band,score,floor_id,role,label,sources,created_in_code,registered_family,seen_telegram,in_db,tg_count,tg_first_seen,db_fired,db_with_outcome,db_wins,db_g0,db_first_fired,tg_example,notes
UPPER,19.2,RESULT_LOSS_G0_FALHOU,RESULT,RESULT_LOSS_G0_FALHOU,TELEGRAM_NAMED,False,False,True,False,1920,2026-03-20 09:10:40,0,0,0,0,,❌ LOSS — G0 FALHOU,raw_named→RESULT_LOSS_TIER
UPPER,17.99,CD_RES_RODADAS_TEMPO,RESULT,CD_RES_RODADAS_TEMPO,CODE|TELEGRAM_UNMAPPED,True,False,True,False,1799,2026-04-04 09:44:07,0,0,0,0,,✅✅ WIN na 2ª tentativa! ✅✅,code:skin_census.py; template_hint:skin_census.py; code:PROFITABLE_CARD_TYPES.md; template_hint:PROFITABLE_CARD_TYPES.md; code:TEMPLATE_CENSUS.md; template_hint:TEMPLATE_CENSUS.md; code:PROFIT_MAX_MODEL.md; template_hint:PROFIT_MAX_MODEL.md; code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; template_hint:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; code:luxury_building_stack.py; template_hint:luxury_building_stack.py; code:luxury_building_stack.json; template_hint:luxury_building_stack.json; unmapped_telegram
UPPER,17.63,OPS_SEQ_QUENTE,OPS,OPS sequência quente,CODE|REGISTERED|TELEGRAM,True,True,True,False,1763,2026-04-29 06:49:47,0,0,0,0,,🔥🔥🔥 SEQUÊNCIA QUENTE,era 3; code:skin_census.py; code:skin_families.py; template_hint:skin_families.py; template_hint:TELEGRAM_CARD_ERAS.md; template_hint:hub_engine_route.py; template_hint:timing_presence_catalog.json
UPPER,17.37,OPS_ELITE_ANALISANDO,OPS,OPS ELITE ANALISANDO,CODE|REGISTERED|TELEGRAM,True,True,True,False,1737,2026-03-20 21:41:04,0,0,0,0,,⚡ ELITE ANALISANDO,era 6; code:skin_families.py
UPPER,17.11,OPS_STREAK_BANNER,OPS,STREAK banner,CODE|REGISTERED|TELEGRAM,True,True,True,False,1711,2026-05-05 12:19:43,0,0,0,0,,🎰 SEQUÊNCIA Nx 🔴 VERMELHO,era 3; code:skin_families.py
UPPER,16.74,RESULT_GREEN_COMPACT_G1,RESULT,RESULT GREEN compact G1,CODE|REGISTERED|TELEGRAM,True,True,True,False,1674,2026-05-11 11:21:44,0,0,0,0,,♻️ GREEN · G1 · HH:MM BRT,era 4; code:skin_families.py
UPPER,16.58,OPS_CAMADAS_DO_DIA,OPS,CAMADAS DO DIA,CODE|REGISTERED|TELEGRAM,True,True,True,False,1658,2026-05-07 22:38:50,0,0,0,0,,🏆 CAMADAS DO DIA — DD/MM/YYYY,era 3; code:skin_census.py; template_hint:skin_census.py; code:skin_families.py; template_hint:skin_families.py; template_hint:CHRONO_MUSEUM.md; template_hint:TEMPLATE_CENSUS.md; template_hint:TELEGRAM_CARD_ERAS.md; template_hint:museum_chrono_all_pairs.json
UPPER,16.13,RESULT_WIN_SEQUENCE,RESULT,RESULT_WIN_SEQUENCE,TELEGRAM_NAMED,False,False,True,False,1613,2026-03-20 00:45:09,0,0,0,0,,✅ WIN — SEQUENCE,raw_named→RESULT_WIN_TIER
UPPER,15.88,RESULT_GREEN_COMPACT_G0,RESULT,RESULT GREEN compact G0,CODE|REGISTERED|TELEGRAM,True,True,True,False,1588,2026-05-11 10:15:16,0,0,0,0,,✅ GREEN · G0 · HH:MM BRT,era 4; code:skin_families.py
UPPER,14.93,CD_FIRE_QUANTUM_LOCK,FIRE,CD_FIRE_QUANTUM_LOCK,CODE|TELEGRAM_UNMAPPED,True,False,True,False,1493,2026-04-28 20:53:12,0,0,0,0,,⏱️⏱️ H21 UTC em 7 min · 5:00 PM EDT ⏱️⏱️,code:skin_census.py; template_hint:skin_census.py; code:PROFITABLE_CARD_TYPES.md; template_hint:PROFITABLE_CARD_TYPES.md; code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; template_hint:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; code:dual_lane_router.py; template_hint:dual_lane_router.py; unmapped_telegram
UPPER,13.77,FIRE_PLATINUM,FIRE,FIRE_PLATINUM,CODE|TELEGRAM_NAMED,True,False,True,False,1377,2026-03-20 21:29:53,0,0,0,0,,💠💠💠 PLATINUM SIGNAL — PAR DE OURO 💠💠💠,code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; raw_named→FIRE_PLATINUM_ENTER
UPPER,12.95,RESULT_AUTO_TIE,RESULT,RESULT AUTO TIE banner,CODE|REGISTERED|TELEGRAM,True,True,True,False,1295,2026-03-19 22:58:45,0,0,0,0,,⚪ AUTO TIE @…,era 1b; code:skin_families.py
UPPER,12.48,FIRE_GALE_RETENTATIVA,FIRE,FIRE gale RETENTATIVA,CODE|REGISTERED|TELEGRAM,True,True,True,False,1248,2026-03-20 00:48:58,0,0,0,0,,♻️ GALE 1 — RETENTATIVA,Distinct from FIRE_GALE_ENTRE_NOVAMENTE; code:skin_census.py; code:skin_families.py; template_hint:skin_families.py; code:TELEGRAM_CARD_ERAS.md; template_hint:TELEGRAM_CARD_ERAS.md; template_hint:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; template_hint:museum_chrono_all_pairs.json; code:test_telegram_skin_families.py; template_hint:test_telegram_skin_families.py; code:test_skin_gate.py; template_hint:test_skin_gate.py
UPPER,10.17,FIRE_JANELA_TIMED,FIRE,TIMED JANELA (any N),CODE|REGISTERED|TELEGRAM,True,True,True,False,1017,2026-03-21 15:45:36,0,0,0,0,,⛔ JANELA FECHADA — NÃO ENTRE… / JANELA: Ns,Variable-N family — do not split per seconds; code:skin_census.py; code:skin_families.py; template_hint:skin_families.py; template_hint:CARD_TEMPLATE_TAXONOMY.md; template_hint:MEGA_PROMPT_DUAL_LANE_COPY.md; code:TELEGRAM_CARD_ERAS.md; template_hint:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; template_hint:TIMING_CLOCKS.md; template_hint:COUNTDOWN_START_AXIS.md; template_hint:timing_presence_catalog.py; template_hint:dual_lane_router.py; template_hint:timing_presence_catalog.json; code:test_skin_census.py; template_hint:test_skin_census.py; code:test_telegram_skin_families.py; template_hint:test_telegram_skin_families.py; collapsed_janela_ns
UPPER,9.47,OPS_SEQ_FRIA,OPS,OPS sequência fria,CODE|REGISTERED|TELEGRAM,True,True,True,False,947,2026-04-29 13:18:29,0,0,0,0,,🧊🧊🧊 SEQUÊNCIA FRIA — PAUSAR,era 3; code:skin_census.py; code:skin_families.py; template_hint:skin_families.py; template_hint:TELEGRAM_CARD_ERAS.md
UPPER,8.03,FIRE_EMPATE_DIRETO_G0,FIRE,FIRE EMPATE DIRETO G0,CODE|REGISTERED|TELEGRAM,True,True,True,False,803,2026-05-01 09:40:24,0,0,0,0,,🎯🟡 EMPATE DIRETO — G0,era 3; code:skin_census.py; template_hint:skin_census.py; code:skin_families.py; template_hint:skin_families.py; code:TELEGRAM_CARD_ERAS.md; template_hint:TELEGRAM_CARD_ERAS.md
UPPER,7.98,FIRE_GALE_1_RETENTATIVA_SOLO_ELITE,FIRE,FIRE_GALE_1_RETENTATIVA_SOLO_ELITE,CODE|TELEGRAM_NAMED,True,False,True,False,798,2026-03-20 00:48:58,0,0,0,0,,♻️ GALE 1 — RETENTATIVA (1 room at G1),code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; raw_named→FIRE_GALE_RETENTATIVA
UPPER,7.39,FIRE_SEQUENCE_APOSTAR,FIRE,FIRE SEQUENCE APOSTAR AGORA,CODE|REGISTERED|TELEGRAM,True,True,True,False,739,2026-07-11 23:49:21,0,0,0,0,,⚡ SEQUENCE — APOSTAR AGORA,era 6; code:skin_families.py
UPPER,6.75,RESULT_EMPATE,RESULT,RESULT EMPATE — kind,CODE|REGISTERED|TELEGRAM,True,True,True,False,675,2026-03-20 00:21:42,0,0,0,0,,🟡 EMPATE — SOLO_ELITE,Keep RESULT_EMPATE:SOLO_ELITE distinct; code:skin_census.py; code:skin_families.py; template_hint:skin_families.py; code:TELEGRAM_CARD_ERAS.md; template_hint:TELEGRAM_CARD_ERAS.md; template_hint:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; code:test_telegram_skin_families.py; template_hint:test_telegram_skin_families.py; code:test_skin_gate.py; template_hint:test_skin_gate.py
UPPER,6.38,RESULT_TIMED_WINDOW,RESULT,RESULT timed ~Ns window,CODE|REGISTERED|TELEGRAM,True,True,True,False,638,2026-04-30 20:37:04,0,0,0,0,,🕐 HH:MM:SS EDT · … · ~Ns window,Clock C / resolve window reporting — variable N; code:skin_families.py; code:TELEGRAM_CARD_ERAS.md
UPPER,5.92,RESULT_LOSS_SOLO_ELITE,RESULT,RESULT_LOSS_SOLO_ELITE,TELEGRAM_NAMED,False,False,True,False,592,2026-03-19 23:55:32,0,0,0,0,,❌ LOSS — SOLO_ELITE,raw_named→RESULT_LOSS_TIER
UPPER,5.39,CD_RES_GREEN_G_BRT,RESULT,CD_RES_GREEN_G_BRT,CODE|TELEGRAM_NAMED,True,False,True,False,539,2026-04-30 20:37:04,0,0,0,0,,🕐 16:37:04 EDT  ·  ~12s window,code:skin_census.py; template_hint:skin_census.py; code:PROFITABLE_CARD_TYPES.md; template_hint:PROFITABLE_CARD_TYPES.md; code:TEMPLATE_CENSUS.md; template_hint:TEMPLATE_CENSUS.md; code:PROFIT_MAX_MODEL.md; template_hint:PROFIT_MAX_MODEL.md; code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; template_hint:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; code:luxury_building_stack.py; template_hint:luxury_building_stack.py; code:luxury_building_stack.json; template_hint:luxury_building_stack.json; raw_named→RESULT_TIMED_WINDOW
UPPER,5.28,RESULT_WIN_PLATINUM,RESULT,RESULT_WIN_PLATINUM,TELEGRAM_NAMED,False,False,True,False,528,2026-05-08 13:33:50,0,0,0,0,,✅ WIN — PLATINUM,raw_named→RESULT_WIN_TIER
UPPER,5.18,RESULT_GREEN_LEGACY_G0,RESULT,RESULT GREEN legacy G0,CODE|REGISTERED|TELEGRAM,True,True,True,False,518,2026-03-20 10:17:11,0,0,0,0,,✅✅✅ GREEN — VITÓRIA NO G0!,era 1b; code:skin_families.py
MID,496.73,FIRE_FLASH_APOSTAR,FIRE,FIRE FLASH APOSTAR AGORA,CODE|DB|REGISTERED|TELEGRAM,True,True,True,True,2,2026-07-17 06:00:24,48,48,45,40,2026-07-17 06:00:20,⚡ FLASH — APOSTAR AGORA,era 6; code:skin_census.py; code:skin_families.py; db_kind=FLASH
MID,496.73,SIGNAL_KIND_FLASH,FIRE,SIGNAL_KIND_FLASH,CODE|DB,True,False,False,True,0,,48,48,45,40,2026-07-17 06:00:20,,code:skin_census.py; code:skin_families.py; code:FINAL_LUXURY_BUILDING_PLAN.md; code:LUXURY_GOAL.md; code:REPLIT_SIGNAL_TAXONOMY_TREE.sh; code:TEMPLATE_CENSUS.md; code:TELEGRAM_CARD_ERAS.md; code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; code:BLUEPRINT_MAX_PROFIT.md; code:REPLIT_PEAK_PURE.sh; code:hub_engine_route.py; code:hub_dispatch.py; code:g0_secs_round_offset_report.json; code:early_source_audit.json; code:tri_brain_report.json; db_kind=FLASH
MID,4.6,FIRE_EMPTY,FIRE,FIRE_EMPTY,TELEGRAM_UNMAPPED,False,False,True,False,460,2026-04-21 08:24:45,0,0,0,0,,⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡,unmapped_telegram
MID,4.5,FIRE_GALE_1_RETENTATIVA_GOLDEN,FIRE,FIRE_GALE_1_RETENTATIVA_GOLDEN,TELEGRAM_NAMED,False,False,True,False,450,2026-03-20 04:12:10,0,0,0,0,,♻️ GALE 1 — RETENTATIVA (1 room at G1),raw_named→FIRE_GALE_RETENTATIVA
MID,4.46,OPS_AUDIT_360,OPS,OPS AUDIT 360,CODE|REGISTERED|TELEGRAM,True,True,True,False,446,2026-05-01 13:52:09,0,0,0,0,,📊 AUDIT 360° (DB only),era 3; code:skin_families.py
MID,4.18,OPS_DIVERGENCIA_SALAS,OPS,OPS divergência de salas,CODE|REGISTERED|TELEGRAM,True,True,True,False,418,2026-04-22 14:25:39,0,0,0,0,,🟠 DIVERGÊNCIA DE SALAS,era 6; code:skin_families.py
MID,4.02,FIRE_GALE_ENTRE_NOVAMENTE,FIRE,FIRE gale Entre novamente,CODE|REGISTERED|TELEGRAM,True,True,True,False,402,2026-03-19 23:55:32,0,0,0,0,,🔁 GALE 1 — Entre novamente,Distinct from FIRE_GALE_RETENTATIVA; code:skin_census.py; code:skin_families.py; template_hint:skin_families.py; code:TELEGRAM_CARD_ERAS.md; template_hint:TELEGRAM_CARD_ERAS.md; code:test_telegram_skin_families.py; template_hint:test_telegram_skin_families.py
MID,3.29,OPS_DUPLO_ELITE,OPS,OPS duplo elite,CODE|REGISTERED|TELEGRAM,True,True,True,False,329,2026-03-20 22:43:38,0,0,0,0,,🔮 DUPLO ELITE ANALISANDO,era 2; code:skin_families.py
MID,3.28,RESULT_EMPATE_SOLO_ELITE,RESULT,RESULT_EMPATE_SOLO_ELITE,CODE|TELEGRAM_NAMED,True,False,True,False,328,2026-03-20 00:21:42,0,0,0,0,,🟡 EMPATE — SOLO_ELITE,code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; raw_named→RESULT_EMPATE
MID,3.09,FIRE_COMPACT_HASH,FIRE,COMPACT SIGNAL #,CODE|REGISTERED|TELEGRAM,True,True,True,False,309,2026-07-05 16:50:40,0,0,0,0,,🔵 SIGNAL #51250 -- SOLO_ELITE red | rooms: @…,era 5; code:skin_families.py; code:TELEGRAM_CARD_ERAS.md
MID,3.02,CD_FIRE_RUSH_NS_LEFT,FIRE,CD_FIRE_RUSH_NS_LEFT,CODE|TELEGRAM_UNMAPPED,True,False,True,False,302,2026-04-25 16:15:50,0,0,0,0,,⚡ RUSH — 9s LEFT — ACT NOW ⚡,code:skin_census.py; template_hint:skin_census.py; code:PROFITABLE_CARD_TYPES.md; template_hint:PROFITABLE_CARD_TYPES.md; code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; template_hint:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; code:dual_lane_router.py; template_hint:dual_lane_router.py; unmapped_telegram
MID,2.61,OPS_PREALERT_FORMING,OPS,PREALERT forming,CODE|REGISTERED|TELEGRAM,True,True,True,False,261,2026-03-20 20:25:16,0,0,0,0,,⚡ SINAL SE FORMANDO ⚡,era 2; code:skin_families.py
MID,2.42,OPS_TRIPLE_LOCK,OPS,OPS triple lock,CODE|REGISTERED|TELEGRAM,True,True,True,False,242,2026-03-31 18:21:06,0,0,0,0,,🔐🔐🔐 TRIPLE LOCK CHEGANDO,era 2; code:skin_census.py; template_hint:skin_census.py; code:skin_families.py; template_hint:skin_families.py; template_hint:TELEGRAM_CARD_ERAS.md; template_hint:timing_presence_catalog.json
MID,2.27,FIRE_PREPARE_G1,FIRE,FIRE PREPARE G1,CODE|REGISTERED|TELEGRAM,True,True,True,False,227,2026-05-01 10:13:46,0,0,0,0,,♟ PREPARE O G1 — Provável…,era 3; code:skin_census.py; template_hint:skin_census.py; code:skin_families.py; template_hint:skin_families.py; code:TELEGRAM_CARD_ERAS.md; template_hint:TELEGRAM_CARD_ERAS.md
MID,1.95,CD_RES_BELL_GANHOU,RESULT,CD_RES_BELL_GANHOU,CODE|TELEGRAM_NAMED,True,False,True,False,195,2026-03-23 17:23:15,0,0,0,0,,⚡ SINAL SE FORMANDO ⚡,code:skin_census.py; template_hint:skin_census.py; code:PROFITABLE_CARD_TYPES.md; template_hint:PROFITABLE_CARD_TYPES.md; code:TEMPLATE_CENSUS.md; template_hint:TEMPLATE_CENSUS.md; code:PROFIT_MAX_MODEL.md; template_hint:PROFIT_MAX_MODEL.md; code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; template_hint:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; code:luxury_building_stack.py; template_hint:luxury_building_stack.py; code:luxury_building_stack.json; template_hint:luxury_building_stack.json; raw_named→OPS_PREALERT_FORMING
MID,1.82,RESULT_LOSS_SEQUENCE,RESULT,RESULT_LOSS_SEQUENCE,TELEGRAM_NAMED,False,False,True,False,182,2026-03-20 02:04:37,0,0,0,0,,❌ LOSS — SEQUENCE,raw_named→RESULT_LOSS_TIER
MID,1.74,RESULT_COMPACT_WIN_HASH,RESULT,COMPACT WIN #,CODE|REGISTERED|TELEGRAM,True,True,True,False,174,2026-07-05 17:16:10,0,0,0,0,,✅ WIN #51252 G0,era 5; code:skin_families.py
MID,1.73,RESULT_LOSS_GOLDEN,RESULT,RESULT_LOSS_GOLDEN,TELEGRAM_NAMED,False,False,True,False,173,2026-03-19 23:55:31,0,0,0,0,,❌ LOSS — GOLDEN,raw_named→RESULT_LOSS_TIER
MID,1.67,FIRE_G0_DIRETO,FIRE,FIRE G0 DIRETO,CODE|REGISTERED|TELEGRAM,True,True,True,False,167,2026-05-01 09:52:45,0,0,0,0,,⚡ G0 DIRETO — Entre com confiança,era 3; code:skin_census.py; template_hint:skin_census.py; code:skin_families.py; template_hint:skin_families.py; code:TELEGRAM_CARD_ERAS.md; template_hint:TELEGRAM_CARD_ERAS.md
MID,1.58,RESULT_EMPATE_SEQUENCE,RESULT,RESULT_EMPATE_SEQUENCE,TELEGRAM_NAMED,False,False,True,False,158,2026-03-20 01:50:17,0,0,0,0,,🟡 EMPATE — SEQUENCE,raw_named→RESULT_EMPATE
MID,1.4,RESULT_GREEN_LEGACY_G1,RESULT,RESULT GREEN legacy G1,CODE|REGISTERED|TELEGRAM,True,True,True,False,140,2026-03-20 10:21:23,0,0,0,0,,♻️♻️♻️ GREEN — RECUPERADO NO G1!,era 1b; code:skin_families.py
MID,1.14,RESULT_EMPATE_GOLDEN,RESULT,RESULT_EMPATE_GOLDEN,TELEGRAM_NAMED,False,False,True,False,114,2026-03-20 01:58:13,0,0,0,0,,🟡 EMPATE — GOLDEN,raw_named→RESULT_EMPATE
MID,1.09,FIRE_SEQUENCE,FIRE,FIRE_SEQUENCE,CODE|TELEGRAM_NAMED,True,False,True,False,109,2026-03-20 00:45:09,0,0,0,0,,📊 SEQUENCE SIGNAL — ENTER NOW 📊,code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; raw_named→FIRE_SEQUENCE_ENTER
MID,1.05,FIRE_GOD_TIER_SYNC_APERTADO_3_SALAS_TOP_CONF_75,FIRE,FIRE_GOD_TIER_SYNC_APERTADO_3_SALAS_TOP_CONF_75,TELEGRAM_UNMAPPED,False,False,True,False,105,2026-04-22 12:42:56,0,0,0,0,,💎 GOD-TIER — Sync apertado + ≥3 salas top + conf≥75%,unmapped_telegram
MID,0.83,RESULT_COMPACT_LOSS_HASH,RESULT,COMPACT LOSS #,CODE|REGISTERED|TELEGRAM,True,True,True,False,83,2026-07-05 16:56:28,0,0,0,0,,❌ LOSS #51250 G0,era 5; code:skin_families.py
MID,0.82,FIRE_SOLO_APOSTAR,FIRE,FIRE SOLO APOSTAR AGORA,CODE|REGISTERED|TELEGRAM,True,True,True,False,82,2026-07-11 23:40:15,0,0,0,0,,⚡ SOLO ELITE — APOSTAR AGORA,era 6; code:skin_families.py; code:test_telegram_skin_families.py
MID,0.63,FIRE_SINAL_RETIDO_LIBERADO,FIRE,FIRE_SINAL_RETIDO_LIBERADO,CODE|TELEGRAM_UNMAPPED,True,False,True,False,63,2026-04-23 19:22:10,0,0,0,0,,⏳ *Sinal Retido → Liberado* _(recuperação concluída)_,code:skin_census.py; template_hint:skin_census.py; template_hint:CARD_TEMPLATE_TAXONOMY.md; template_hint:MEGA_PROMPT_DUAL_LANE_COPY.md; template_hint:TEMPLATE_CENSUS.md; code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; template_hint:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; template_hint:hub_engine_route.py; template_hint:dual_lane_router.py; template_hint:museum_chrono_all_pairs.json; unmapped_telegram
MID,0.6,FIRE_PLATINUM_APOSTAR,FIRE,FIRE PLATINUM APOSTAR AGORA,CODE|REGISTERED|TELEGRAM,True,True,True,False,60,2026-07-17 02:24:16,0,0,0,0,,⚡ PLATINUM — APOSTAR AGORA,era 6; code:skin_families.py
MID,0.52,RESULT_LOSS_PLATINUM,RESULT,RESULT_LOSS_PLATINUM,TELEGRAM_NAMED,False,False,True,False,52,2026-05-08 14:15:12,0,0,0,0,,❌ LOSS — PLATINUM,raw_named→RESULT_LOSS_TIER
MID,0.5,ONLINE_LUXURY_OUTBOX,ONLINE,ONLINE luxury outbox,CODE|REGISTERED|TELEGRAM,True,True,True,False,50,2026-07-21 04:12:36,0,0,0,0,,LUXURY OUTBOX ONLINE,era 6; code:skin_census.py; template_hint:skin_census.py; code:skin_families.py; template_hint:skin_families.py; template_hint:REPLIT_FINISH.sh; template_hint:REPLIT_COMMANDS.md; template_hint:REPLIT_TELEGRAM_UP.sh; code:TELEGRAM_CARD_ERAS.md; template_hint:TELEGRAM_CARD_ERAS.md; template_hint:telegram_outbox.py
MID,0.5,RESULT_EMPATE_PROTE_O_ATIVADA_TIE_COVER_HIT,RESULT,RESULT_EMPATE_PROTE_O_ATIVADA_TIE_COVER_HIT,TELEGRAM_NAMED,False,False,True,False,50,2026-04-21 08:42:57,0,0,0,0,,🟡 EMPATE — PROTEÇÃO ATIVADA / TIE — COVER HIT 🟡,raw_named→RESULT_EMPATE
BASEMENT,130.03,SIGNAL_KIND_EMERGING,FIRE,SIGNAL_KIND_EMERGING,CODE|DB,True,False,False,True,0,,3,3,3,3,2026-07-17 01:41:12,,code:skin_census.py; code:skin_families.py; code:TELEGRAM_CARD_ERAS.md; code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; code:test_telegram_skin_families.py; db_kind=EMERGING
BASEMENT,110.06,FIRE_ULTRA_TIE,FIRE,FIRE ULTRA TIE,CODE|DB|REGISTERED|TELEGRAM,True,True,True,True,6,2026-03-22 00:06:34,1,1,1,1,2026-07-17 01:33:54,🟡 ULTRA TIE — EMPATE CONFIRMADO,era 2; code:skin_census.py; code:skin_families.py; template_hint:skin_families.py; code:TELEGRAM_CARD_ERAS.md; template_hint:TELEGRAM_CARD_ERAS.md; code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; template_hint:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; template_hint:timing_presence_catalog.json; db_kind=ULTRA_TIE
BASEMENT,110.01,SIGNAL_KIND_ULTRA_TIE,FIRE,SIGNAL_KIND_ULTRA_TIE,CODE|DB,True,False,False,True,0,,1,1,1,1,2026-07-17 01:33:54,,code:skin_census.py; code:skin_families.py; code:TELEGRAM_CARD_ERAS.md; code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; code:REPLIT_SIGNAL_TYPE_CENSUS.sh; db_kind=ULTRA_TIE
BASEMENT,0.34,RESULT_LOSS_G1_FALHOU,RESULT,RESULT_LOSS_G1_FALHOU,TELEGRAM_NAMED,False,False,True,False,34,2026-03-20 09:14:49,0,0,0,0,,❌ LOSS — G1 FALHOU,raw_named→RESULT_LOSS_TIER
BASEMENT,0.31,FIRE_GOLDEN_APOSTAR,FIRE,FIRE GOLDEN APOSTAR AGORA,CODE|REGISTERED|TELEGRAM,True,True,True,False,31,2026-07-15 13:35:41,0,0,0,0,,⚡ GOLDEN — APOSTAR AGORA,era 6; code:skin_families.py
BASEMENT,0.21,RESULT_EMPATE_PLATINUM,RESULT,RESULT_EMPATE_PLATINUM,TELEGRAM_NAMED,False,False,True,False,21,2026-05-08 18:10:38,0,0,0,0,,🟡 EMPATE — PLATINUM,raw_named→RESULT_EMPATE
BASEMENT,0.2,OPS_WEBWATCHDOG_API_SERVER_OFFLINE_5_MIN,OPS,OPS_WEBWATCHDOG_API_SERVER_OFFLINE_5_MIN,TELEGRAM_UNMAPPED,False,False,True,False,20,2026-05-30 10:55:58,0,0,0,0,,⚠️ [WebWatchdog] API server offline >5 min,unmapped_telegram
BASEMENT,0.14,RESULT_FLASH_WIN,RESULT,RESULT FLASH WIN,CODE|REGISTERED|TELEGRAM,True,True,True,False,14,2026-05-09 14:33:26,0,0,0,0,,✅ WIN — FLASH,era 4; code:skin_families.py
BASEMENT,0.14,RESULT_WIN_FLASH,RESULT,RESULT_WIN_FLASH,TELEGRAM_NAMED,False,False,True,False,14,2026-05-09 14:33:26,0,0,0,0,,✅ WIN — FLASH,raw_named→RESULT_FLASH_WIN
BASEMENT,0.13,FIRE_CONFIRMED_ENTER,FIRE,FIRE confirmed ENTER NOW,CODE|REGISTERED|TELEGRAM,True,True,True,False,13,2026-03-19 21:51:34,0,0,0,0,,🏆 SIGNAL CONFIRMED — ENTER NOW 🏆,era 1; code:skin_census.py; code:skin_families.py; template_hint:skin_families.py; template_hint:TEMPLATE_CENSUS.md; code:TELEGRAM_CARD_ERAS.md; template_hint:TELEGRAM_CARD_ERAS.md; template_hint:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; template_hint:museum_first5_fire_result.json
BASEMENT,0.13,FIRE_SIGNAL_CONFIRMED_ENTER_NOW,FIRE,FIRE_SIGNAL_CONFIRMED_ENTER_NOW,CODE|TELEGRAM_NAMED,True,False,True,False,13,2026-03-19 21:51:34,0,0,0,0,,🏆 SIGNAL CONFIRMED — ENTER NOW 🏆,code:REPLIT_TELEGRAM_TYPE_ARCHAEOLOGY.sh; raw_named→FIRE_CONFIRMED_ENTER
BASEMENT,0.12,RESULT_COMPACT_TIE_HASH,RESULT,COMPACT TIE #,CODE|REGISTERED|TELEGRAM,True,True,True,False,12,2026-07-05 17:48:03,0,0,0,0,,➖ TIE #51257 G0,era 5; code:skin_families.py
BASEMENT,0.07,OPS_AUTOINTELLIGENCE_2026_05_24_11_33_UTC,OPS,OPS_AUTOINTELLIGENCE_2026_05_24_11_33_UTC,TELEGRAM_UNMAPPED,False,False,True,False,7,2026-05-24 11:43:13,0,0,0,0,,🧠 *AutoIntelligence* — 2026-05-24 11:33 UTC,unmapped_telegram
BASEMENT,0.04,FIRE_SEQUENCIA_ENTER_NOW,FIRE,FIRE SEQUência ENTER NOW,CODE|REGISTERED|TELEGRAM,True,True,True,False,4,2026-07-28 23:10:01,0,0,0,0,,🔥 SEQUência — ENTER NOW 🔥,era 6; code:skin_families.py; code:TELEGRAM_CARD_ERAS.md
BASEMENT,0.02,RESULT_LOSS_G2_FALHOU,RESULT,RESULT_LOSS_G2_FALHOU,TELEGRAM_NAMED,False,False,True,False,2,2026-06-19 09:13:18,0,0,0,0,,❌ LOSS — G2 FALHOU,raw_named→RESULT_LOSS_TIER
BASEMENT,0.02,RESULT_WIN_SOLO_ELITE_1128,RESULT,RESULT_WIN_SOLO_ELITE_1128,TELEGRAM_NAMED,False,False,True,False,2,2026-07-17 02:18:20,0,0,0,0,,✅ WIN — SOLO ELITE #1128,raw_named→RESULT_WIN_TIER
BASEMENT,0.01,RESULT_EMPATE_PROTE_O_COBRIU_06_40_07,RESULT,RESULT_EMPATE_PROTE_O_COBRIU_06_40_07,TELEGRAM_NAMED,False,False,True,False,1,2026-05-11 10:40:07,0,0,0,0,,🟡 EMPATE — proteção cobriu  ·  06:40:07,raw_named→RESULT_EMPATE
